sentry_deploy,,,sentry/sentry_fire.mp3,1,1,,,,1000000,,auto,streamed,
sentry_plant,,misc/Bomb_plant_notick01.wav,1,1,,,,1000000,,auto,streamed,

#Misc
roll_exp,,,misc/roll_exp.wav,1,1,,,,1000000,,auto,streamed,
jetstart,,,misc/jetstart.mp3,1,1,,,,1000000,,auto,streamed,
killstreak,,,misc/killstreak.wav,1,1,,,,1000000,,auto,streamed,
rankup,,,misc/rankup.mp3,1,1,,,,1000000,,auto,streamed,
nltokens_add,,,misc/nltokens_add.mp3,1,1,,,,1000000,,auto,streamed,
vote,,,misc/vote.wav,1,1,,,,1000000,,auto,streamed,
rakieta,,,misc/rakieta.mp3,1,1,,,,1000000,,auto,streamed,
spawnprotect,,,misc/spawnprotect.mp3,1,1,,,,1000000,,auto,streamed,
napalm,,,misc/NAPALM.mp3,1,1,,,,1000000,,auto,streamed,

##END OF FILE,,,,,,,,,,,,,,,,,,,


