nl_end_28,,music/libya_charge_crusader_long_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_29,,music/libya_moving_in_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_30,,music/Tankhunt_russian_victory_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_31,,music/toujane_armoredcar_crash_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_32,,music/toujane_vehicle_ride_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_33,,music/trainyard_soviet_tension_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_34,,music/british_action_artillery_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_35,,music/british_decoytrenches_dump2_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_36,,music/decoytrenches_outro_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_37,,misc/end37.wav,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_38,,misc/end38.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,

hook,,misc/hook.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
nl_headshot,,misc/nl_headshot.mp3,1.00,1.00,,,,7,3000,local,streamed,0,nonlooping,,all_mp
wanted,,misc/wanted.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
thunderclaps,,amb_elements/elm_thunder_y04.wav,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp

#Challenge completed
challenge_completed,,misc/challenge.wav,1.00,1.00,,,,7,3000,local,streamed,0,nonlooping,,all_mp

attack1,,zombies/zom_attack1.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
attack2,,zombies/zom_attack2.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
attack3,,zombies/zom_attack3.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
attack4,,zombies/zom_attack4.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
attack5,,zombies/zom_attack5.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
attack6,,zombies/zom_attack6.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
attack7,,zombies/zom_attack7.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
growl1,1,zombies/zom_growl1.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
growl2,1,zombies/zom_growl2.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
growl3,1,zombies/zom_growl3.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
growl4,1,zombies/zom_growl4.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
growl5,1,zombies/zom_growl5.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp

#Ambience,,,,,,,,,,,,,,,
ambient_france_nl,,ambient/amb_france01b.mp3,0.73,,,,,,,local,streamed,,looping,,
ambient_africa_nl,,ambient/amb_africa01b.mp3,0.67,,,,,,,local,streamed,,looping,,
ambient_russia_nl,,ambient/amb_russia01b.mp3,0.56,,,,,,,local,streamed,,looping,,
